Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
HeStutters, 0, 24, 15001760, 15049760, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 25, 16317280, 16365280, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 0, 26, 3562240, 3610240, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 27, 18732320, 18780320, 0, 0, 0, 1, 3, 1, 0, 1, 0, 0, 0, 0
HeStutters, 0, 28, 18902240, 18950240, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 0, 29, 19004000, 19052000, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 30, 19927520, 19975520, 0, 1, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0
HeStutters, 0, 31, 21092480, 21140480, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 0, 32, 21147520, 21195520, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 33, 25293440, 25341440, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 0, 34, 25822720, 25870720, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 35, 26746400, 26794400, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 36, 27774880, 27822880, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 0, 37, 27813440, 27861440, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0
HeStutters, 0, 38, 29565600, 29613600, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 0, 39, 30011200, 30059200, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 0, 2152480, 2200480, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 1, 27906400, 27954400, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0
HeStutters, 1, 2, 28160960, 28208960, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0
HeStutters, 1, 3, 28193760, 28241760, 0, 0, 0, 1, 0, 0, 0, 3, 2, 1, 0, 0
HeStutters, 1, 4, 28351360, 28399360, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 1, 5, 28390400, 28438400, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0
HeStutters, 1, 6, 28443200, 28491200, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0
HeStutters, 1, 7, 28506080, 28554080, 0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0
HeStutters, 1, 8, 28539840, 28587840, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0
HeStutters, 1, 9, 29043360, 29091360, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 10, 29077440, 29125440, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0
HeStutters, 1, 11, 29396960, 29444960, 0, 1, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 12, 29445280, 29493280, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 13, 29497920, 29545920, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0
HeStutters, 1, 14, 29571040, 29619040, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0
HeStutters, 1, 15, 30017440, 30065440, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0
HeStutters, 1, 16, 30052800, 30100800, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 17, 5026880, 5074880, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0
HeStutters, 1, 18, 5063040, 5111040, 0, 1, 1, 1, 1, 0, 3, 0, 1, 0, 0, 0
HeStutters, 1, 19, 30230560, 30278560, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 1, 20, 30284320, 30332320, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0
HeStutters, 1, 21, 30707360, 30755360, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1
HeStutters, 1, 22, 30745440, 30793440, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 0
HeStutters, 1, 23, 30771360, 30819360, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 24, 30819840, 30867840, 0, 0, 0, 1, 0, 1, 0, 3, 1, 1, 0, 0
HeStutters, 1, 25, 30925120, 30973120, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 26, 30961440, 31009440, 0, 0, 0, 1, 0, 0, 0, 2, 2, 0, 0, 0
HeStutters, 1, 27, 31099040, 31147040, 0, 0, 3, 1, 0, 0, 1, 0, 0, 1, 0, 0
HeStutters, 1, 28, 31132480, 31180480, 0, 1, 1, 0, 0, 1, 1, 2, 2, 0, 0, 0
HeStutters, 1, 29, 31224160, 31272160, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 30, 31286560, 31334560, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 31, 31628960, 31676960, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 32, 31661920, 31709920, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0
HeStutters, 1, 33, 31802080, 31850080, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 34, 31838240, 31886240, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0
HeStutters, 1, 35, 31881600, 31929600, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 36, 31917440, 31965440, 0, 0, 0, 1, 0, 0, 0, 3, 2, 0, 0, 0
HeStutters, 1, 37, 5095680, 5143680, 0, 0, 0, 2, 3, 0, 1, 1, 0, 0, 0, 0
HeStutters, 1, 38, 31963680, 32011680, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 39, 32034720, 32082720, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 0, 0
HeStutters, 1, 40, 32086560, 32134560, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0
HeStutters, 1, 41, 32346240, 32394240, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0
HeStutters, 1, 42, 32392000, 32440000, 0, 0, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0
HeStutters, 1, 43, 32695840, 32743840, 0, 0, 0, 1, 0, 0, 0, 3, 2, 2, 0, 0
HeStutters, 1, 44, 32728480, 32776480, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0
HeStutters, 1, 45, 32800640, 32848640, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 46, 32841920, 32889920, 0, 0, 0, 2, 2, 0, 1, 0, 1, 0, 0, 1
HeStutters, 1, 47, 33042240, 33090240, 0, 1, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0
HeStutters, 1, 48, 33092160, 33140160, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0
HeStutters, 1, 49, 33136160, 33184160, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 50, 33175200, 33223200, 0, 0, 0, 1, 2, 0, 0, 1, 1, 2, 0, 0
HeStutters, 1, 51, 33325280, 33373280, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0
HeStutters, 1, 52, 33372160, 33420160, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0
HeStutters, 1, 53, 34068000, 34116000, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 54, 34100800, 34148800, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 55, 34145280, 34193280, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0
HeStutters, 1, 56, 34184480, 34232480, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 57, 5247680, 5295680, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0, 0
HeStutters, 1, 58, 5284000, 5332000, 0, 0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0
HeStutters, 1, 59, 34259040, 34307040, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0
HeStutters, 1, 60, 34295840, 34343840, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 61, 34837280, 34885280, 0, 0, 0, 1, 3, 0, 1, 2, 0, 0, 0, 0
HeStutters, 1, 62, 34880640, 34928640, 0, 1, 0, 3, 1, 1, 3, 0, 0, 0, 0, 0
HeStutters, 1, 63, 34995840, 35043840, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 64, 35047520, 35095520, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1
HeStutters, 1, 65, 35435840, 35483840, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 0, 0
HeStutters, 1, 66, 35470560, 35518560, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 67, 35897120, 35945120, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0
HeStutters, 1, 68, 35930720, 35978720, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 69, 36596000, 36644000, 0, 0, 1, 1, 0, 0, 1, 2, 2, 1, 0, 0
HeStutters, 1, 70, 36630240, 36678240, 0, 0, 0, 2, 2, 0, 0, 3, 0, 0, 0, 0
HeStutters, 1, 71, 37078240, 37126240, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0
HeStutters, 1, 72, 37112320, 37160320, 0, 0, 3, 2, 0, 0, 2, 0, 0, 0, 0, 0
HeStutters, 1, 73, 37220480, 37268480, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0
HeStutters, 1, 74, 37266560, 37314560, 0, 0, 1, 2, 1, 0, 3, 1, 0, 0, 0, 0
HeStutters, 1, 75, 37930720, 37978720, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 76, 37967840, 38015840, 0, 0, 0, 1, 0, 0, 1, 3, 2, 0, 0, 0
HeStutters, 1, 77, 38740320, 38788320, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 78, 38775520, 38823520, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0
HeStutters, 1, 79, 5950880, 5998880, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 0
HeStutters, 1, 80, 6016640, 6064640, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0
HeStutters, 1, 81, 38885920, 38933920, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0
HeStutters, 1, 82, 38922880, 38970880, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 83, 38993440, 39041440, 0, 2, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 84, 39042720, 39090720, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2
HeStutters, 1, 85, 39087040, 39135040, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0
HeStutters, 1, 86, 39507680, 39555680, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0
HeStutters, 1, 87, 39564320, 39612320, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0
HeStutters, 1, 88, 39631040, 39679040, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0
HeStutters, 1, 89, 39713600, 39761600, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 1
HeStutters, 1, 90, 39763040, 39811040, 1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0
HeStutters, 1, 91, 39817440, 39865440, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 92, 39910240, 39958240, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 93, 39942720, 39990720, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 0, 0
HeStutters, 1, 94, 39987680, 40035680, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0
HeStutters, 1, 95, 40041440, 40089440, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0
HeStutters, 1, 96, 6270720, 6318720, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 97, 6303360, 6351360, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 98, 40073280, 40121280, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0
HeStutters, 1, 99, 40635200, 40683200, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0
HeStutters, 1, 100, 40669920, 40717920, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0
HeStutters, 1, 101, 40904160, 40952160, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0
HeStutters, 1, 102, 40941760, 40989760, 0, 0, 1, 1, 0, 0, 1, 0, 1, 2, 0, 0
HeStutters, 1, 103, 41236960, 41284960, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0
HeStutters, 1, 104, 41306560, 41354560, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 1
HeStutters, 1, 105, 6492320, 6540320, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 106, 6530560, 6578560, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0
HeStutters, 1, 107, 6638560, 6686560, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 1, 108, 6675360, 6723360, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0
HeStutters, 1, 109, 6978880, 7026880, 0, 0, 0, 2, 0, 0, 0, 3, 1, 2, 0, 0
HeStutters, 1, 110, 7013120, 7061120, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0
HeStutters, 1, 111, 7108160, 7156160, 0, 0, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0
HeStutters, 1, 112, 7141120, 7189120, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 113, 7456800, 7504800, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 114, 7494880, 7542880, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 115, 2648640, 2696640, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0
HeStutters, 1, 116, 2704800, 2752800, 0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0
HeStutters, 1, 117, 7921280, 7969280, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0
HeStutters, 1, 118, 7956000, 8004000, 0, 0, 2, 0, 0, 0, 0, 3, 1, 1, 0, 0
HeStutters, 1, 119, 8123040, 8171040, 0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0
HeStutters, 1, 120, 8170240, 8218240, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0
HeStutters, 1, 121, 8976480, 9024480, 0, 0, 0, 0, 0, 0, 0, 3, 3, 1, 0, 0
HeStutters, 1, 122, 9014560, 9062560, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 123, 9140640, 9188640, 0, 1, 1, 1, 0, 0, 2, 0, 2, 0, 0, 0
HeStutters, 1, 124, 9187840, 9235840, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2
HeStutters, 1, 125, 9227520, 9275520, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 126, 9375360, 9423360, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0
HeStutters, 1, 127, 9410720, 9458720, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0
HeStutters, 1, 128, 9708320, 9756320, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0
HeStutters, 1, 129, 9746240, 9794240, 0, 1, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0
HeStutters, 1, 130, 10119040, 10167040, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 131, 10160800, 10208800, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0
HeStutters, 1, 132, 10280320, 10328320, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 133, 10518720, 10566720, 0, 0, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0
HeStutters, 1, 134, 10564160, 10612160, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 135, 2934400, 2982400, 0, 0, 1, 1, 1, 0, 0, 3, 1, 0, 0, 0
HeStutters, 1, 136, 2978720, 3026720, 0, 0, 0, 2, 0, 0, 2, 0, 2, 1, 0, 0
HeStutters, 1, 137, 12466240, 12514240, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 138, 12512000, 12560000, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0
HeStutters, 1, 139, 12786880, 12834880, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 140, 12821920, 12869920, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 141, 12866400, 12914400, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 142, 12901440, 12949440, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 143, 12980800, 13028800, 0, 0, 0, 0, 0, 1, 1, 3, 2, 0, 0, 0
HeStutters, 1, 144, 13032640, 13080640, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 145, 13221920, 13269920, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0
HeStutters, 1, 146, 13257920, 13305920, 0, 0, 0, 2, 0, 3, 0, 1, 0, 3, 0, 1
HeStutters, 1, 147, 14344000, 14392000, 0, 0, 0, 2, 2, 0, 1, 0, 1, 1, 0, 0
HeStutters, 1, 148, 14402080, 14450080, 0, 0, 3, 0, 0, 0, 1, 0, 0, 2, 0, 0
HeStutters, 1, 149, 14726400, 14774400, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 150, 14758560, 14806560, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 151, 14783360, 14831360, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 152, 14980640, 15028640, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 0
HeStutters, 1, 153, 15015200, 15063200, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 2
HeStutters, 1, 154, 15070560, 15118560, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 155, 15124320, 15172320, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0
HeStutters, 1, 156, 3482240, 3530240, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 157, 3516640, 3564640, 0, 0, 0, 2, 2, 1, 0, 1, 0, 0, 0, 0
HeStutters, 1, 158, 15173440, 15221440, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0
HeStutters, 1, 159, 15205760, 15253760, 0, 0, 2, 2, 1, 0, 0, 0, 0, 1, 0, 0
HeStutters, 1, 160, 15252000, 15300000, 0, 0, 2, 2, 1, 0, 0, 1, 1, 0, 0, 0
HeStutters, 1, 161, 15289600, 15337600, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 162, 15335200, 15383200, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0
HeStutters, 1, 163, 15381440, 15429440, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0
HeStutters, 1, 164, 16015840, 16063840, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0
HeStutters, 1, 165, 16053120, 16101120, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0
HeStutters, 1, 166, 16190400, 16238400, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0
HeStutters, 1, 167, 16223360, 16271360, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 168, 16315520, 16363520, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0
HeStutters, 1, 169, 16348960, 16396960, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 170, 16463200, 16511200, 0, 0, 2, 3, 1, 0, 1, 0, 0, 0, 0, 0
HeStutters, 1, 171, 16502400, 16550400, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0
HeStutters, 1, 172, 16672480, 16720480, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0
HeStutters, 1, 173, 16733760, 16781760, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0
HeStutters, 1, 174, 16794080, 16842080, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 0, 0
HeStutters, 1, 175, 16834720, 16882720, 0, 0, 1, 0, 0, 3, 1, 0, 0, 1, 0, 0
HeStutters, 1, 176, 3907040, 3955040, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0
HeStutters, 1, 177, 3944320, 3992320, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0
HeStutters, 1, 178, 16874240, 16922240, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
HeStutters, 1, 179, 16914400, 16962400, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0
HeStutters, 1, 180, 16963680, 17011680, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0
HeStutters, 1, 181, 17010720, 17058720, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 182, 17043200, 17091200, 0, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 183, 17106400, 17154400, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 184, 17369120, 17417120, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0
HeStutters, 1, 185, 17402400, 17450400, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0
HeStutters, 1, 186, 17453920, 17501920, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0
HeStutters, 1, 187, 17499040, 17547040, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
HeStutters, 1, 188, 17666080, 17714080, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0
HeStutters, 1, 189, 17700640, 17748640, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 190, 17865440, 17913440, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0
HeStutters, 1, 191, 17900000, 17948000, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0
HeStutters, 1, 192, 17972960, 18020960, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0
HeStutters, 1, 193, 18006240, 18054240, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0
HeStutters, 1, 194, 3995680, 4043680, 0, 0, 2, 0, 1, 3, 1, 0, 0, 1, 0, 0
HeStutters, 1, 195, 4043360, 4091360, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
HeStutters, 1, 196, 18749120, 18797120, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0
HeStutters, 1, 197, 18789600, 18837600, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 2
