Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
FluencyBank, 016, 60, 4329280, 4377280, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0
FluencyBank, 016, 61, 4368000, 4416000, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 62, 4392960, 4440960, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0
FluencyBank, 016, 63, 4575520, 4623520, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0
FluencyBank, 016, 64, 4600000, 4648000, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 016, 65, 4670880, 4718880, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0
FluencyBank, 016, 66, 4718720, 4766720, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0
FluencyBank, 016, 67, 4733600, 4781600, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 68, 504000, 552000, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0
FluencyBank, 016, 69, 530880, 578880, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1, 0, 0
FluencyBank, 016, 70, 4790080, 4838080, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 016, 71, 4855840, 4903840, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0
FluencyBank, 016, 72, 4991200, 5039200, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0
FluencyBank, 016, 73, 5016640, 5064640, 0, 0, 0, 1, 0, 1, 0, 2, 1, 1, 0, 0
FluencyBank, 016, 74, 5035360, 5083360, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0
FluencyBank, 016, 75, 5155840, 5203840, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0
FluencyBank, 016, 76, 5190080, 5238080, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 016, 77, 5242240, 5290240, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 016, 78, 5307520, 5355520, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
FluencyBank, 016, 79, 5359840, 5407840, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0
FluencyBank, 016, 80, 5446880, 5494880, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0
FluencyBank, 016, 81, 5489920, 5537920, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0
FluencyBank, 016, 82, 5693920, 5741920, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
FluencyBank, 016, 83, 5725920, 5773920, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 016, 84, 5856640, 5904640, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 016, 85, 5906560, 5954560, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 016, 86, 711200, 759200, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 87, 740960, 788960, 0, 0, 0, 2, 1, 0, 0, 3, 1, 0, 0, 0
FluencyBank, 016, 88, 6018240, 6066240, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 016, 89, 6048000, 6096000, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0
FluencyBank, 016, 90, 6088640, 6136640, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0
FluencyBank, 016, 91, 6287840, 6335840, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0
FluencyBank, 016, 92, 6313120, 6361120, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 016, 93, 6389920, 6437920, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 94, 6420160, 6468160, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0
FluencyBank, 016, 95, 6447200, 6495200, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 016, 96, 6474240, 6522240, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0
FluencyBank, 016, 97, 6558080, 6606080, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0
FluencyBank, 016, 98, 6582880, 6630880, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 99, 6696320, 6744320, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0
FluencyBank, 016, 100, 6720640, 6768640, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0
FluencyBank, 016, 101, 6865600, 6913600, 0, 0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 0
FluencyBank, 016, 102, 6893440, 6941440, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0
FluencyBank, 016, 103, 7196000, 7244000, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 104, 7220320, 7268320, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0
FluencyBank, 016, 105, 801440, 849440, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 106, 834560, 882560, 0, 0, 0, 1, 0, 0, 0, 3, 2, 0, 0, 0
FluencyBank, 016, 107, 7248480, 7296480, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
FluencyBank, 016, 108, 7290080, 7338080, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0
FluencyBank, 016, 109, 7317440, 7365440, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0
FluencyBank, 016, 110, 7330560, 7378560, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0
FluencyBank, 016, 111, 853920, 901920, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0
FluencyBank, 016, 112, 868640, 916640, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
FluencyBank, 016, 113, 1002400, 1050400, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0
FluencyBank, 016, 114, 977280, 1025280, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 017, 0, 0, 37120, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0
FluencyBank, 017, 1, 479520, 527520, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0
FluencyBank, 017, 2, 509600, 557600, 0, 0, 0, 1, 3, 2, 0, 2, 0, 0, 0, 0
FluencyBank, 017, 3, 552480, 600480, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0
FluencyBank, 017, 4, 576800, 624800, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0
FluencyBank, 017, 5, 646240, 694240, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 017, 6, 669120, 717120, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0
FluencyBank, 017, 7, 711200, 759200, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0
FluencyBank, 017, 8, 733440, 781440, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0
FluencyBank, 017, 9, 777440, 825440, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 017, 10, 828320, 876320, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0
FluencyBank, 017, 11, 866560, 914560, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0
FluencyBank, 017, 12, 902560, 950560, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0
FluencyBank, 017, 13, 46080, 94080, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0
FluencyBank, 017, 14, 1004160, 1052160, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0
FluencyBank, 017, 15, 978080, 1026080, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0
FluencyBank, 017, 16, 1061280, 1109280, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
FluencyBank, 017, 17, 1098720, 1146720, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0
FluencyBank, 017, 18, 1134240, 1182240, 0, 0, 0, 1, 0, 0, 0, 3, 2, 0, 0, 0
FluencyBank, 017, 19, 1146720, 1194720, 0, 0, 1, 0, 0, 0, 0, 3, 2, 0, 0, 0
